department,department_name,division,gender,base_salary,2024_overtime_pay,2024_longevity_pay,grade,total_pay,ot_ratio
FRS,Fire and Rescue Services,FRS 45 Training,F,115856.97,0.0,0.0,N25,115856.97,0.0
REC,Department of Recreation,REC 72 Youth Development,M,119032.0,0.0,0.0,N23,119032.0,0.0
REC,Department of Recreation,REC 72 Countywide Programs,M,108899.0,855.39,10414.6,21,120168.99,0.00785489306605203
DGS,Department of General Services,DGS 36 Facilities Maintenance,M,113837.0,29969.59,7141.27,22,150947.86,0.263267566784086
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,130181.0,0.0,0.0,N25,130181.0,0.0
DOT,Department of Transportation,DOT 50 Director Management Services,M,149112.0,0.0,9354.05,N28,158466.05,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Data Center Management,M,104197.0,0.0,9964.8,20,114161.8,0.0
DOT,Department of Transportation,DOT 50 Director Management Services,M,194980.0,0.0,0.0,M2,194980.0,0.0
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,166343.9,0.0,0.0,M3,166343.9,0.0
COR,Correction and Rehabilitation,COR 42 DS Food Services,F,87523.0,807.5,5490.56,16,93821.06,0.009226146270123282
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,119032.0,0.0,7194.35,23,126226.35,0.0
OHR,Office of Human Resources,OHR 33 Equal Employment Opportunity & Diversity,F,191053.8,0.0,0.0,M2,191053.8,0.0
DOT,Department of Transportation,DOT 50 Transportation System Engineering,M,169555.0,0.0,0.0,M3,169555.0,0.0
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,130181.0,0.0,4690.07,25,134871.07,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130181.0,0.0,8166.53,N25,138347.53,0.0
DGS,Department of General Services,DGS 36 Building Design and Construction,M,169555.0,0.0,0.0,M3,169555.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,87523.0,0.0,5490.56,16,93013.56,0.0
FIN,Department of Finance,FIN 32 General Accounting,M,136188.0,0.0,0.0,N26,136188.0,0.0
DPS,Department of Permitting Services,DPS 75 Customer Support,F,91392.0,0.0,8682.1,17,100074.1,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,130181.0,0.0,8166.53,N25,138347.53,0.0
DOT,Department of Transportation,DOT 50 Director's Office,F,169555.0,0.0,0.0,M3,169555.0,0.0
DOT,Department of Transportation,DOT 50 Transportation Planning and Design Section,M,168271.96,0.0,0.0,M3,168271.96,0.0
FRS,Fire and Rescue Services,FRS 45 Station 35,F,136743.0,24223.59,11049.3,B2,172015.88999999998,0.17714683749808033
REC,Department of Recreation,REC 72 Countywide Programs,M,108899.0,0.0,10414.6,21,119313.6,0.0
DPS,Department of Permitting Services,DPS 75 Customer Support,M,91392.0,0.0,8740.19,17,100132.19,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113906.0,8391.23,9495.27,23,131792.5,0.07366802451143925
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP Employee Productivity Services,F,149112.0,0.0,4602.26,N28,153714.26,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,194980.0,0.0,0.0,M2,194980.0,0.0
DOT,Department of Transportation,DOT 50 Parking Management Administration,M,169555.0,0.0,0.0,M3,169555.0,0.0
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,169555.0,0.0,0.0,M3,169555.0,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,87523.0,0.0,3693.78,16,91216.78,0.0
DGS,Department of General Services,DGS 36 Fleet Management Administration,F,119032.0,5053.97,11202.35,23,135288.32,0.04245891861012165
DEP,Department of Environmental Protection,DEP 80 Watershed Restoration Division,F,186510.97,0.0,0.0,M2,186510.97,0.0
LIB,Department of Public Libraries,LIB 71 Business Office,M,119032.0,0.0,3673.91,N23,122705.91,0.0
HRC,Office of Human Rights,HRC 46 Director,M,217065.72,0.0,0.0,M1,217065.72,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,M,119032.0,0.0,3673.91,23,122705.91,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,87523.0,0.0,2701.48,16,90224.48,0.0
DOT,Department of Transportation,DOT 50 Parking Management Parking Operations,M,130181.0,0.0,8166.53,N25,138347.53,0.0
OLO,Office of Legislative Oversight,OLO 03 Legislative Oversight Staff,M,194980.0,0.0,0.0,M2,194980.0,0.0
POL,Department of Police,POL 47 PSB 2nd District Patrol,M,87523.0,0.0,5178.77,16,92701.77,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,119032.0,0.0,3814.28,N23,122846.28,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,95458.0,0.0,5620.97,18,101078.97,0.0
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,168723.44,0.0,0.0,M3,168723.44,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,M,194980.0,0.0,0.0,M2,194980.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,87523.0,0.0,8370.23,16,95893.23,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,104197.0,0.0,6526.96,20,110723.96,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,95458.0,0.0,7832.48,18,103290.48,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,130181.0,0.0,8166.53,N25,138347.53,0.0
DOT,Department of Transportation,DOT 50 Director Transportation Policy,M,217359.0,0.0,0.0,M1,217359.0,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP Employee Productivity Services,F,149112.0,0.0,4602.26,N28,153714.26,0.0
OHR,Office of Human Resources,OHR 33 Recruitment and Selection,F,130181.0,0.0,4017.99,N25,134198.99,0.0
PRO,Office of Procurement,PRO 35 Procurement Operations Section,F,130181.0,0.0,12449.85,25,142630.85,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,87523.0,2646.72,8370.23,16,98539.95,0.030240279697907976
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,104197.0,3396.39,7756.21,20,115349.6,0.03259585208787201
HCA,Department of Housing and Community Affairs,HCA 76 Community Development Neighborhood Revitalization,F,130181.0,0.0,12449.85,25,142630.85,0.0
COR,Correction and Rehabilitation,COR 42 PTS Assessment,F,136188.0,0.0,8543.3,N26,144731.3,0.0
DEP,Department of Environmental Protection,"DEP 80 Energy, Climate and Compliance Division",M,194980.0,0.0,0.0,M2,194980.0,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP OBP Digital Equity (GF),F,194980.0,0.0,0.0,M2,194980.0,0.0
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,119032.0,47616.86,7467.13,N23,174115.99,0.4000341084750319
HCA,Department of Housing and Community Affairs,HCA 76 Information Technology,F,163363.0,0.0,0.0,N30,163363.0,0.0
DOT,Department of Transportation,DOT 50 Parking Management Engineering and Capital Project Management,M,99719.0,2522.9,1214.34,19,103456.23999999999,0.025300093262066406
DOT,Department of Transportation,DOT 50 Traffic Engineering and Operations Management Services,F,169555.0,0.0,0.0,M3,169555.0,0.0
DGS,Department of General Services,DGS 36 Planning and Development,F,194980.0,0.0,0.0,M2,194980.0,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,192488.84,0.0,0.0,M2,192488.84,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,119032.0,0.0,11383.55,23,130415.55,0.0
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,87523.0,64.59,8370.23,16,95957.81999999999,0.0007379774459284988
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,130181.0,0.0,8166.53,N25,138347.53,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,130181.0,0.0,0.0,N25,130181.0,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,130181.0,0.0,8166.53,N25,138347.53,0.0
POL,Department of Police,POL 47 MSB Management and Budget Division,F,130181.0,0.0,8166.53,25,138347.53,0.0
FIN,Department of Finance,FIN 32 Tax Operations,M,108899.0,2047.95,9205.07,21,120152.01999999999,0.01880595781412134
FIN,Department of Finance,FIN 32 Tax Operations,F,130181.0,0.0,0.0,N25,130181.0,0.0
CUS,Community Use of Public Facilities,CUS 70 Core Services Team,F,108899.0,361.41,10414.6,21,119675.01000000001,0.0033187632576975
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,113837.0,0.0,6462.75,N22,120299.75,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,76986.0,0.0,4829.55,13,81815.55,0.0
FIN,Department of Finance,FIN 32 Tax Operations,F,87523.0,0.0,5490.56,16,93013.56,0.0
ORE,Office of Racial Equity and Social Justice,ORE 25 Director's Office,F,123906.23,0.0,0.0,N25,123906.23,0.0
DEP,Department of Environmental Protection,DEP 80 Recycling and Refuse Services,M,159596.07,0.0,6880.68,M3,166476.75,0.0
DHS,Office of Emergency Management and Homeland Security,DHS 49 Director's Office,F,130181.0,0.0,8166.53,N25,138347.53,0.0
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,87523.0,0.0,8370.23,16,95893.23,0.0
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,125858.39,0.0,0.0,N25,125858.39,0.0
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,F,119032.0,0.0,7467.13,23,126499.13,0.0
FRS,Fire and Rescue Services,FRS 45 Training,F,87523.0,0.0,8370.23,16,95893.23,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,81674.25,0.0,10158.99,21,91833.24,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 ODT Security and System Admin,M,169555.0,0.0,0.0,M3,169555.0,0.0
FRS,Fire and Rescue Services,FRS 45 Support Services Division,F,87523.0,0.0,5490.56,16,93013.56,0.0
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,91392.0,616.24,0.0,N17,92008.24,0.00674282212885154
CEC,Community Engagement Cluster,CEC 16 Business Management,F,95458.0,0.0,0.0,N18,95458.0,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,149708.01,0.0,0.0,M3,149708.01,0.0
FIN,Department of Finance,FIN 32 General Accounting,F,119032.0,0.0,3673.91,23,122705.91,0.0
DGS,Department of General Services,DGS 36 Property Management,M,124464.0,42607.27,0.0,N24,167071.27,0.34232605412006684
REC,Department of Recreation,REC 72 Facilities Division,F,119032.0,0.0,0.0,N23,119032.0,0.0
LIB,Department of Public Libraries,LIB 71 Business Office,F,130181.0,0.0,8166.53,N25,138347.53,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Grants Management,M,130181.0,0.0,8166.53,25,138347.53,0.0
REC,Department of Recreation,REC 72 Business Services,F,119032.0,12919.43,5023.48,N23,136974.91,0.10853745211371732
DEP,Department of Environmental Protection,DEP 80 Design and Construction,M,119032.0,0.0,11383.55,23,130415.55,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,136188.0,0.0,13024.23,26,149212.23,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,87523.0,0.0,8370.23,16,95893.23,0.0
FIN,Department of Finance,FIN 32 Tax Operations,F,119032.0,415.96,7467.13,23,126915.09000000001,0.003494522481349553
DGS,Department of General Services,DGS 36 Facilities Major Programs,M,142495.0,0.0,8938.92,27,151433.92,0.0
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,M,130181.0,0.0,0.0,N25,130181.0,0.0
OLO,Office of Legislative Oversight,OLO 03 Legislative Oversight Staff,M,193628.27,0.0,0.0,M2,193628.27,0.0
OMB,Office of Management and Budget,OMB 31 Office of Management and Budget,F,149112.0,0.0,0.0,N28,149112.0,0.0
DOT,Department of Transportation,DOT 50 Traffic Engineering Studies Section,M,108899.0,0.0,10414.6,21,119313.6,0.0
CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,119032.0,0.0,3827.54,N23,122859.54,0.0
DOT,Department of Transportation,DOT 50 Director Management Services,F,166463.18,0.0,0.0,M3,166463.18,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,76986.0,169.92,4829.55,13,81985.47,0.002207154547580079
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,108899.0,0.0,6115.34,21,115014.34,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,91392.0,0.0,5733.27,N17,97125.27,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,130181.0,2215.56,12449.85,25,144846.41,0.01701907344389734
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,98488.43,0.0,0.0,20,98488.43,0.0
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,M,169555.0,0.0,0.0,M3,169555.0,0.0
LIB,Department of Public Libraries,LIB 71 Collection Management,F,43761.92,0.0,2745.35,16,46507.27,0.0
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,149112.0,0.0,9354.05,N28,158466.05,0.0
COR,Correction and Rehabilitation,COR 42 MSD Fiscal Services,F,87523.0,0.0,5490.56,16,93013.56,0.0
FRS,Fire and Rescue Services,FRS 45 Property and Supply Section,F,169555.0,0.0,0.0,M3,169555.0,0.0
LIB,Department of Public Libraries,LIB 71 Human Resources and Staff Development,F,108899.0,0.0,0.0,N21,108899.0,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OSP Employee Productivity Services,M,194980.0,0.0,0.0,M2,194980.0,0.0
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,169555.0,0.0,0.0,M3,169555.0,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,127509.43,0.0,6957.79,N25,134467.22,0.0
DOT,Department of Transportation,DOT 50 Transit Management Services,F,194980.0,0.0,0.0,M2,194980.0,0.0
DGS,Department of General Services,DGS 36 Building Design and Construction,F,149112.0,0.0,4602.26,N28,153714.26,0.0
DEP,Department of Environmental Protection,DEP 80 Intergovernmental Affairs,M,181149.0,0.0,0.0,M2,181149.0,0.0
DPS,Department of Permitting Services,DPS 75 Zoning Review,M,108899.0,0.0,1586.68,21,110485.68,0.0
DGS,Department of General Services,DGS 36 Building Design and Construction,M,142495.0,0.0,8938.92,27,151433.92,0.0
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,M,87523.0,0.0,856.44,16,88379.44,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Multi-Family Housing Program,M,169555.0,0.0,0.0,M3,169555.0,0.0
DEP,Department of Environmental Protection,DEP 80 Resource Conversion,M,169555.0,0.0,0.0,M3,169555.0,0.0
CEX,Offices of the County Executive,CEX 15 Business Advancement Team,F,125093.83,0.0,0.0,N25,125093.83,0.0
DGS,Department of General Services,DGS 36 Building Design and Construction,M,164023.37,0.0,0.0,M3,164023.37,0.0
DPS,Department of Permitting Services,DPS 75 Customer Support and Outreach Division,F,194980.0,0.0,0.0,M2,194980.0,0.0
HCA,Department of Housing and Community Affairs,HCA 76 Grants Management,F,163871.33,0.0,0.0,M3,163871.33,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OBP Telecommunications Solutions,M,194980.0,0.0,0.0,M2,194980.0,0.0
HHS,Department of Health and Human Services,HHS 60 Services to End and Prevent Homelessness Division,F,159702.33,3448.41,4179.27,M3,167330.00999999998,0.021592734432866446
POL,Department of Police,POL 47 HQ Office of the Chief,F,95458.0,0.0,5988.2,N18,101446.2,0.0
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,76986.0,41.15,2376.18,13,79403.32999999999,0.0005345127685553217
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,194980.0,0.0,0.0,M2,194980.0,0.0
LIB,Department of Public Libraries,LIB 71 Business Office,F,87523.0,0.0,8370.23,16,95893.23,0.0
DGS,Department of General Services,DGS 36 Contracting and Accounts Payable,F,119032.0,0.0,1734.28,23,120766.28,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Community Affairs Division,F,119032.0,0.0,3673.91,23,122705.91,0.0
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,108899.0,0.0,6831.44,N21,115730.44,0.0
DEP,Department of Environmental Protection,DEP 80 Administration and Operations,M,169555.0,0.0,0.0,M3,169555.0,0.0
FRS,Fire and Rescue Services,FRS 45 Fiscal Management Division,M,194980.0,0.0,0.0,M2,194980.0,0.0
DGS,Department of General Services,DGS 36 Fleet Management Services,M,87523.0,11357.28,5490.56,16,104370.84,0.12976337648389566
